"","participantId","clockwise","correct","rt","sessionNo","trialNo","rotation","noise","triggerTime","responseStart","responseEnd"
"1","MAPL902",TRUE,TRUE,0.27,1,1,0,0,NA,NA,NA
"2","MAPL902",FALSE,TRUE,0.31,1,2,0,0,NA,NA,NA
"3","MAPL902",TRUE,TRUE,0.14,1,3,0,0,NA,NA,NA
"4","MAPL902",TRUE,TRUE,0.24,1,4,1,0,NA,NA,NA
"5","MAPL902",FALSE,TRUE,0.44,1,5,1,0,NA,NA,NA
"6","MAPL902",FALSE,TRUE,0.22,1,6,1,0,NA,NA,NA
"7","MAPL902",TRUE,TRUE,0.21,1,7,2,0,NA,NA,NA
"8","MAPL902",FALSE,TRUE,0.21,1,8,2,0,NA,NA,NA
"9","MAPL902",TRUE,TRUE,0.11,1,9,2,0,NA,NA,NA
"10","MAPL902",TRUE,TRUE,0.09,1,10,3,0,NA,NA,NA
"11","MAPL902",TRUE,TRUE,0.13,1,11,3,0,NA,NA,NA
"12","MAPL902",TRUE,TRUE,0.14,1,12,3,0,NA,NA,NA
"13","MAPL902",TRUE,TRUE,0.15,1,13,4,0,NA,NA,NA
"14","MAPL902",FALSE,TRUE,0.12,1,14,4,0,NA,NA,NA
"15","MAPL902",FALSE,TRUE,0.16,1,15,4,0,NA,NA,NA
"16","MAPL902",FALSE,TRUE,0.17,1,16,5,0,NA,NA,NA
"17","MAPL902",TRUE,TRUE,0.23,1,17,5,0,NA,NA,NA
"18","MAPL902",TRUE,TRUE,0.22,1,18,5,0,NA,NA,NA
"19","MAPL902",TRUE,TRUE,0,1,19,6,0,NA,NA,NA
"20","MAPL902",TRUE,TRUE,0.06,1,20,6,0,NA,NA,NA
"21","MAPL902",TRUE,TRUE,0.21,1,21,6,0,NA,NA,NA
"22","MAPL902",TRUE,TRUE,0.08,1,22,7,0,NA,NA,NA
"23","MAPL902",FALSE,TRUE,0.27,1,23,7,0,NA,NA,NA
"24","MAPL902",FALSE,TRUE,0.22,1,24,7,0,NA,NA,NA
"25","MAPL902",TRUE,TRUE,0.14,1,25,8,0,NA,NA,NA
"26","MAPL902",FALSE,TRUE,0.21,1,26,8,0,NA,NA,NA
"27","MAPL902",TRUE,TRUE,0.18,1,27,8,0,NA,NA,NA
"28","MAPL902",TRUE,TRUE,0.23,1,28,9,0,NA,NA,NA
"29","MAPL902",TRUE,TRUE,0.2,1,29,9,0,NA,NA,NA
"30","MAPL902",TRUE,TRUE,0.18,1,30,9,0,NA,NA,NA
"31","MAPL902",FALSE,TRUE,0.23,1,31,10,0,NA,NA,NA
"32","MAPL902",TRUE,TRUE,0.13,1,32,10,0,NA,NA,NA
"33","MAPL902",TRUE,TRUE,0.17,1,33,10,0,NA,NA,NA
"34","MAPL902",TRUE,TRUE,0.13,1,34,11,0,NA,NA,NA
"35","MAPL902",TRUE,TRUE,0.21,1,35,11,0,NA,NA,NA
"36","MAPL902",FALSE,TRUE,0.11,1,36,11,0,NA,NA,NA
"37","MAPL902",TRUE,TRUE,0.17,1,37,12,0,NA,NA,NA
"38","MAPL902",FALSE,TRUE,0.06,1,38,12,0,NA,NA,NA
"39","MAPL902",TRUE,TRUE,0.03,1,39,12,0,NA,NA,NA
"40","MAPL902",FALSE,TRUE,0.47,1,40,13,0,NA,NA,NA
"41","MAPL902",FALSE,TRUE,0.26,1,41,13,0,NA,NA,NA
"42","MAPL902",TRUE,TRUE,0.12,1,42,13,0,NA,NA,NA
"43","MAPL902",FALSE,TRUE,0.13,1,43,14,0,NA,NA,NA
"44","MAPL902",FALSE,TRUE,0.24,1,44,14,0,NA,NA,NA
"45","MAPL902",TRUE,TRUE,0.52,1,45,14,0,NA,NA,NA
"46","MAPL902",TRUE,TRUE,0.45,1,46,15,0,NA,NA,NA
"47","MAPL902",FALSE,TRUE,0.3,1,47,15,0,NA,NA,NA
"48","MAPL902",FALSE,TRUE,11.7499999999998,1,48,15,0,NA,NA,NA
"49","MAPL902",FALSE,FALSE,0.32,1,49,16,0,NA,NA,NA
"50","MAPL902",TRUE,FALSE,0.33,1,50,15,0,NA,NA,NA
"51","MAPL902",FALSE,FALSE,0.23,1,51,14,0,NA,NA,NA
"52","MAPL902",FALSE,TRUE,0.33,1,52,13,0,NA,NA,NA
"53","MAPL902",FALSE,TRUE,0.31,1,53,13,0,NA,NA,NA
"54","MAPL902",TRUE,TRUE,0.5,1,54,13,0,NA,NA,NA
"55","MAPL902",TRUE,TRUE,0.31,1,55,14,0,NA,NA,NA
"56","MAPL902",FALSE,TRUE,0.3,1,56,14,0,NA,NA,NA
"57","MAPL902",FALSE,TRUE,0.31,1,57,14,0,NA,NA,NA
"58","MAPL902",FALSE,TRUE,0.33,1,58,15,0,NA,NA,NA
"59","MAPL902",TRUE,TRUE,0.22,1,59,15,0,NA,NA,NA
"60","MAPL902",TRUE,TRUE,0.22,1,60,15,0,NA,NA,NA
"61","MAPL902",TRUE,TRUE,0.11,1,61,16,0,NA,NA,NA
"62","MAPL902",FALSE,FALSE,0.910000000000001,1,62,16,0,NA,NA,NA
"63","MAPL902",TRUE,FALSE,1.78,1,63,15,0,NA,NA,NA
"64","MAPL902",FALSE,TRUE,0.42,1,64,14,0,NA,NA,NA
"65","MAPL902",FALSE,TRUE,0.34,1,65,14,0,NA,NA,NA
"66","MAPL902",FALSE,TRUE,0.33,1,66,14,0,NA,NA,NA
"67","MAPL902",TRUE,TRUE,0.31,1,67,15,0,NA,NA,NA
"68","MAPL902",FALSE,FALSE,0.25,1,68,15,0,NA,NA,NA
"69","MAPL902",FALSE,TRUE,0.25,1,69,14,0,NA,NA,NA
"70","MAPL902",FALSE,TRUE,0.44,1,70,14,0,NA,NA,NA
"71","MAPL902",FALSE,TRUE,0.28,1,71,14,0,NA,NA,NA
"72","MAPL902",TRUE,TRUE,0.28,1,72,15,0,NA,NA,NA
"73","MAPL902",TRUE,TRUE,0.2,1,73,15,0,NA,NA,NA
"74","MAPL902",TRUE,TRUE,0.55,1,74,15,0,NA,NA,NA
"75","MAPL902",FALSE,TRUE,0.33,1,75,16,0,NA,NA,NA
"76","MAPL902",TRUE,TRUE,0.3,1,76,16,0,NA,NA,NA
"77","MAPL902",TRUE,FALSE,0.31,1,77,16,0,NA,NA,NA
"78","MAPL902",TRUE,FALSE,0.25,1,78,15,0,NA,NA,NA
"79","MAPL902",TRUE,TRUE,0.33,1,79,14,0,NA,NA,NA
"80","MAPL902",FALSE,TRUE,0.34,1,80,14,0,NA,NA,NA
"81","MAPL902",TRUE,TRUE,0.53,1,81,14,0,NA,NA,NA
"82","MAPL902",FALSE,TRUE,0.18,1,82,15,0,NA,NA,NA
"83","MAPL902",TRUE,TRUE,0.47,1,83,15,0,NA,NA,NA
"84","MAPL902",TRUE,TRUE,0.29,1,84,15,0,NA,NA,NA
"85","MAPL902",FALSE,TRUE,0.45,1,85,16,0,NA,NA,NA
"86","MAPL902",TRUE,TRUE,0.34,1,86,16,0,NA,NA,NA
"87","MAPL902",TRUE,TRUE,0.3,1,87,16,0,NA,NA,NA
"88","MAPL902",TRUE,TRUE,0.25,1,88,17,0,NA,NA,NA
"89","MAPL902",FALSE,TRUE,0.27,1,89,17,0,NA,NA,NA
"90","MAPL902",FALSE,FALSE,0.28,1,90,17,0,NA,NA,NA
"91","MAPL902",TRUE,FALSE,0.22,1,91,16,0,NA,NA,NA
"92","MAPL902",TRUE,TRUE,0.38,1,92,15,0,NA,NA,NA
"93","MAPL902",FALSE,TRUE,0.76,1,93,15,0,NA,NA,NA
"94","MAPL902",FALSE,TRUE,0.27,1,94,15,0,NA,NA,NA
"95","MAPL902",TRUE,TRUE,0.5,1,95,16,0,NA,NA,NA
"96","MAPL902",FALSE,FALSE,0.33,1,96,16,0,NA,NA,NA
"97","MAPL902",FALSE,TRUE,0.26,1,97,15,0,NA,NA,NA
"98","MAPL902",TRUE,TRUE,0.38,2,1,12,0,NA,NA,NA
"99","MAPL902",TRUE,TRUE,0.29,2,2,12,0,NA,NA,NA
"100","MAPL902",TRUE,TRUE,0.38,2,3,12,0,NA,NA,NA
"101","MAPL902",TRUE,TRUE,0.28,2,4,12,1,NA,NA,NA
"102","MAPL902",FALSE,TRUE,0.25,2,5,12,1,NA,NA,NA
"103","MAPL902",FALSE,TRUE,0.19,2,6,12,1,NA,NA,NA
"104","MAPL902",TRUE,TRUE,0.41,2,7,12,2,NA,NA,NA
"105","MAPL902",FALSE,TRUE,0.2,2,8,12,2,NA,NA,NA
"106","MAPL902",FALSE,TRUE,0.3,2,9,12,2,NA,NA,NA
"107","MAPL902",TRUE,FALSE,0.26,2,10,12,3,NA,NA,NA
"108","MAPL902",TRUE,TRUE,0.26,2,11,12,2,NA,NA,NA
"109","MAPL902",FALSE,TRUE,0.23,2,12,12,2,NA,NA,NA
"110","MAPL902",TRUE,TRUE,0.23,2,13,12,2,NA,NA,NA
"111","MAPL902",FALSE,TRUE,0.31,2,14,12,3,NA,NA,NA
"112","MAPL902",FALSE,TRUE,0.29,2,15,12,3,NA,NA,NA
"113","MAPL902",TRUE,TRUE,0.35,2,16,12,3,NA,NA,NA
"114","MAPL902",TRUE,TRUE,0.45,2,17,12,4,NA,NA,NA
"115","MAPL902",FALSE,TRUE,0.32,2,18,12,4,NA,NA,NA
"116","MAPL902",TRUE,TRUE,0.46,2,19,12,4,NA,NA,NA
"117","MAPL902",TRUE,TRUE,0.22,2,20,12,5,NA,NA,NA
"118","MAPL902",TRUE,TRUE,0.21,2,21,12,5,NA,NA,NA
"119","MAPL902",TRUE,TRUE,0.17,2,22,12,5,NA,NA,NA
"120","MAPL902",FALSE,TRUE,0.19,2,23,12,6,NA,NA,NA
"121","MAPL902",FALSE,FALSE,0.43,2,24,12,6,NA,NA,NA
"122","MAPL902",FALSE,TRUE,0.27,2,25,12,5,NA,NA,NA
"123","MAPL902",FALSE,TRUE,0.32,2,26,12,5,NA,NA,NA
"124","MAPL902",TRUE,TRUE,0.4,2,27,12,5,NA,NA,NA
"125","MAPL902",FALSE,FALSE,0.36,2,28,12,6,NA,NA,NA
"126","MAPL902",FALSE,TRUE,0.17,2,29,12,5,NA,NA,NA
"127","MAPL902",FALSE,FALSE,0.3,2,30,12,5,NA,NA,NA
"128","MAPL902",TRUE,TRUE,0.2,2,31,12,4,NA,NA,NA
"129","MAPL902",TRUE,TRUE,0.19,2,32,12,4,NA,NA,NA
"130","MAPL902",TRUE,TRUE,0.1,2,33,12,4,NA,NA,NA
"131","MAPL902",FALSE,TRUE,0.28,2,34,12,5,NA,NA,NA
"132","MAPL902",TRUE,TRUE,0.14,2,35,12,5,NA,NA,NA
"133","MAPL902",TRUE,TRUE,0.43,2,36,12,5,NA,NA,NA
"134","MAPL902",TRUE,TRUE,0.24,2,37,12,6,NA,NA,NA
"135","MAPL902",TRUE,TRUE,0.28,2,38,12,6,NA,NA,NA
"136","MAPL902",FALSE,TRUE,0.2,2,39,12,6,NA,NA,NA
"137","MAPL902",FALSE,TRUE,0.33,2,40,12,7,NA,NA,NA
"138","MAPL902",FALSE,TRUE,0.34,2,41,12,7,NA,NA,NA
"139","MAPL902",TRUE,TRUE,0.27,2,42,12,7,NA,NA,NA
"140","MAPL902",TRUE,TRUE,0.21,2,43,12,8,NA,NA,NA
"141","MAPL902",FALSE,FALSE,0.21,2,44,12,8,NA,NA,NA
"142","MAPL902",FALSE,TRUE,0.19,2,45,12,7,NA,NA,NA
"143","MAPL902",FALSE,TRUE,0.25,2,46,12,7,NA,NA,NA
"144","MAPL902",FALSE,TRUE,0.27,2,47,12,7,NA,NA,NA
"145","MAPL902",TRUE,TRUE,0.19,2,48,12,8,NA,NA,NA
"146","MAPL902",TRUE,FALSE,0.17,2,49,12,8,NA,NA,NA
"147","MAPL902",FALSE,FALSE,0.31,2,50,12,7,NA,NA,NA
"148","MAPL902",FALSE,TRUE,0.3,2,51,12,6,NA,NA,NA
"149","MAPL902",TRUE,TRUE,0.23,2,52,12,6,NA,NA,NA
"150","MAPL902",TRUE,TRUE,0.18,2,53,12,6,NA,NA,NA
"151","MAPL902",FALSE,FALSE,0.45,2,54,12,7,NA,NA,NA
"152","MAPL902",FALSE,TRUE,0.22,2,55,12,6,NA,NA,NA
"153","MAPL902",FALSE,TRUE,0.22,2,56,12,6,NA,NA,NA
"154","MAPL902",TRUE,TRUE,0.33,2,57,12,6,NA,NA,NA
"155","MAPL902",FALSE,TRUE,0.24,2,58,12,7,NA,NA,NA
"156","MAPL902",TRUE,TRUE,0.13,2,59,12,7,NA,NA,NA
"157","MAPL902",TRUE,TRUE,0.1,2,60,12,7,NA,NA,NA
"158","MAPL902",FALSE,TRUE,0.21,2,61,12,8,NA,NA,NA
"159","MAPL902",FALSE,TRUE,0.23,2,62,12,8,NA,NA,NA
"160","MAPL902",TRUE,TRUE,0.19,2,63,12,8,NA,NA,NA
"161","MAPL902",TRUE,TRUE,0.34,2,64,12,9,NA,NA,NA
"162","MAPL902",FALSE,TRUE,0.31,2,65,12,9,NA,NA,NA
"163","MAPL902",FALSE,TRUE,0.23,2,66,12,9,NA,NA,NA
"164","MAPL902",FALSE,TRUE,0.26,2,67,12,10,NA,NA,NA
"165","MAPL902",FALSE,TRUE,0.28,2,68,12,10,NA,NA,NA
"166","MAPL902",TRUE,TRUE,0.2,2,69,12,10,NA,NA,NA
"167","MAPL902",FALSE,FALSE,0.26,2,70,12,11,NA,NA,NA
"168","MAPL902",FALSE,TRUE,0.28,2,71,12,10,NA,NA,NA
"169","MAPL902",TRUE,TRUE,0.18,2,72,12,10,NA,NA,NA
"170","MAPL902",FALSE,TRUE,0.34,2,73,12,10,NA,NA,NA
"171","MAPL902",TRUE,TRUE,0.23,2,74,12,11,NA,NA,NA
"172","MAPL902",FALSE,TRUE,0.23,2,75,12,11,NA,NA,NA
"173","MAPL902",FALSE,TRUE,0.39,2,76,12,11,NA,NA,NA
"174","MAPL902",TRUE,TRUE,0.19,2,77,12,12,NA,NA,NA
"175","MAPL902",FALSE,TRUE,0.15,2,78,12,12,NA,NA,NA
"176","MAPL902",FALSE,TRUE,0.16,2,79,12,12,NA,NA,NA
"177","MAPL902",FALSE,TRUE,0.22,2,80,12,13,NA,NA,NA
"178","MAPL902",FALSE,TRUE,0.27,2,81,12,13,NA,NA,NA
"179","MAPL902",FALSE,TRUE,0.18,2,82,12,13,NA,NA,NA
"180","MAPL902",FALSE,TRUE,0.24,2,83,12,14,NA,NA,NA
"181","MAPL902",FALSE,TRUE,0.2,2,84,12,14,NA,NA,NA
"182","MAPL902",FALSE,TRUE,0.41,2,85,12,14,NA,NA,NA
"183","MAPL902",TRUE,TRUE,0.17,2,86,12,15,NA,NA,NA
"184","MAPL902",FALSE,TRUE,0.17,2,87,12,15,NA,NA,NA
"185","MAPL902",FALSE,TRUE,0.17,2,88,12,15,NA,NA,NA
"186","MAPL902",FALSE,TRUE,0.21,2,89,12,16,NA,NA,NA
"187","MAPL902",FALSE,TRUE,0.21,2,90,12,16,NA,NA,NA
"188","MAPL902",TRUE,TRUE,0.48,2,91,12,16,NA,NA,NA
"189","MAPL902",FALSE,TRUE,0.3,2,92,12,17,NA,NA,NA
"190","MAPL902",FALSE,TRUE,0.2,2,93,12,17,NA,NA,NA
"191","MAPL902",FALSE,TRUE,0.22,2,94,12,17,NA,NA,NA
"192","MAPL902",TRUE,TRUE,0.29,2,95,12,18,NA,NA,NA
"193","MAPL902",TRUE,FALSE,0.29,2,96,12,18,NA,NA,NA
"194","MAPL902",FALSE,TRUE,0.31,2,97,12,17,NA,NA,NA
"195","MAPL902",TRUE,TRUE,0.22,3,1,9,11,30,32.2,32.42
"196","MAPL902",FALSE,TRUE,0.18,3,2,9,11,35,37.2,37.38
"197","MAPL902",FALSE,TRUE,0.11,3,3,9,11,40,42.2,42.31
"198","MAPL902",TRUE,TRUE,0.13,3,4,9,11,45,47.2,47.33
"199","MAPL902",TRUE,TRUE,0.24,3,5,9,11,50,52.2,52.44
"200","MAPL902",TRUE,TRUE,0.09,3,6,9,11,55,57.2,57.29
"201","MAPL902",TRUE,TRUE,0.13,3,7,15,17,60,62.2,62.33
"202","MAPL902",FALSE,TRUE,0.19,3,8,15,17,65,67.2,67.39
"203","MAPL902",FALSE,TRUE,0.26,3,9,15,17,70,72.2,72.46
"204","MAPL902",FALSE,TRUE,0.18,3,10,15,17,75,77.2,77.38
"205","MAPL902",TRUE,TRUE,0.22,3,11,15,17,80,82.2,82.42
"206","MAPL902",TRUE,TRUE,0.28,3,12,15,17,85,87.2,87.48
"207","MAPL902",TRUE,TRUE,0.17,3,13,15,17,90,92.2,92.37
"208","MAPL902",TRUE,TRUE,0.39,3,14,15,17,95,97.2,97.59
"209","MAPL902",TRUE,TRUE,0.26,3,15,15,17,100,102.2,102.46
"210","MAPL902",FALSE,TRUE,0.25,3,16,15,17,105,107.2,107.45
"211","MAPL902",TRUE,TRUE,0.15,3,17,15,17,110,112.2,112.35
"212","MAPL902",FALSE,TRUE,0.24,3,18,15,17,115,117.2,117.44
"213","MAPL902",TRUE,TRUE,0.05,3,19,15,17,120,122.2,122.25
"214","MAPL902",TRUE,TRUE,0.2,3,20,15,17,125,127.2,127.4
"215","MAPL902",TRUE,TRUE,0.13,3,21,15,17,130,132.2,132.33
"216","MAPL902",FALSE,TRUE,0.21,3,22,15,17,135,137.2,137.41
"217","MAPL902",TRUE,FALSE,0.78,3,23,15,17,140,142.2,142.98
"218","MAPL902",TRUE,TRUE,0.14,3,24,15,17,145,147.2,147.34
"219","MAPL902",FALSE,TRUE,0.14,3,25,15,17,150,152.2,152.34
"220","MAPL902",FALSE,TRUE,0.23,3,26,15,17,155,157.2,157.43
"221","MAPL902",FALSE,TRUE,0.36,3,27,15,17,160,162.2,162.56
"222","MAPL902",TRUE,TRUE,0.16,3,28,15,17,165,167.2,167.36
"223","MAPL902",TRUE,TRUE,0.26,3,29,15,17,170,172.2,172.46
"224","MAPL902",TRUE,TRUE,0.27,3,30,15,17,175,177.2,177.47
"225","MAPL902",TRUE,TRUE,0.22,3,31,21,23,180,182.2,182.42
"226","MAPL902",FALSE,FALSE,0.45,3,32,21,23,185,187.2,187.65
"227","MAPL902",FALSE,TRUE,0.22,3,33,21,23,190,192.2,192.42
"228","MAPL902",FALSE,FALSE,0.12,3,34,21,23,195,197.2,197.32
"229","MAPL902",FALSE,TRUE,0.18,3,35,21,23,200,202.2,202.38
"230","MAPL902",FALSE,TRUE,1.13,3,36,21,23,205,207.2,208.33
"231","MAPL902",FALSE,TRUE,0.14,3,37,21,23,210,212.2,212.34
"232","MAPL902",TRUE,TRUE,0.27,3,38,21,23,215,217.2,217.47
"233","MAPL902",FALSE,TRUE,0.930000000000001,3,39,21,23,220,222.2,223.13
"234","MAPL902",TRUE,FALSE,0.22,3,40,21,23,225,227.2,227.42
"235","MAPL902",TRUE,FALSE,0.69,3,41,21,23,230,232.2,232.89
"236","MAPL902",TRUE,TRUE,0.23,3,42,21,23,235,237.2,237.43
"237","MAPL902",FALSE,TRUE,1.06,3,43,21,23,240,242.2,243.26
"238","MAPL902",FALSE,TRUE,0.41,3,44,21,23,245,247.2,247.61
"239","MAPL902",FALSE,TRUE,0.31,3,45,21,23,250,252.2,252.51
"240","MAPL902",FALSE,FALSE,1.35,3,46,21,23,255,257.2,258.55
"241","MAPL902",TRUE,TRUE,0.4,3,47,21,23,260,262.2,262.6
"242","MAPL902",TRUE,TRUE,0.23,3,48,21,23,265,267.2,267.43
"243","MAPL902",TRUE,TRUE,0.33,3,49,21,23,270,272.2,272.53
"244","MAPL902",FALSE,TRUE,0.71,3,50,21,23,275,277.2,277.91
"245","MAPL902",FALSE,TRUE,0.41,3,51,21,23,280,282.2,282.61
"246","MAPL902",FALSE,TRUE,0.16,3,52,21,23,285,287.2,287.36
"247","MAPL902",TRUE,TRUE,0.75,3,53,21,23,290,292.2,292.95
"248","MAPL902",TRUE,TRUE,0.28,3,54,21,23,295,297.2,297.48
"249","MAPL902",FALSE,TRUE,0.18,3,55,9,11,300,302.2,302.38
"250","MAPL902",TRUE,TRUE,0.01,3,56,9,11,305,307.2,307.21
"251","MAPL902",TRUE,TRUE,0.18,3,57,9,11,310,312.2,312.38
"252","MAPL902",TRUE,TRUE,0.13,3,58,9,11,315,317.2,317.33
"253","MAPL902",TRUE,TRUE,0.19,3,59,9,11,320,322.2,322.39
"254","MAPL902",FALSE,TRUE,0.04,3,60,9,11,325,327.2,327.24
"255","MAPL902",TRUE,TRUE,0.08,3,61,9,11,330,332.2,332.28
"256","MAPL902",TRUE,TRUE,0.16,3,62,9,11,335,337.2,337.36
"257","MAPL902",TRUE,TRUE,0.01,3,63,9,11,340,342.2,342.21
"258","MAPL902",FALSE,TRUE,0.57,3,64,9,11,345,347.2,347.77
"259","MAPL902",FALSE,TRUE,0.07,3,65,9,11,350,352.2,352.27
"260","MAPL902",TRUE,TRUE,0.04,3,66,9,11,355,357.2,357.24
"261","MAPL902",FALSE,TRUE,0.5,3,67,9,11,360,362.2,362.7
"262","MAPL902",TRUE,TRUE,0.05,3,68,9,11,365,367.2,367.25
"263","MAPL902",FALSE,TRUE,0.05,3,69,9,11,370,372.2,372.25
"264","MAPL902",FALSE,TRUE,0.06,3,70,9,11,375,377.2,377.26
"265","MAPL902",FALSE,TRUE,0.05,3,71,9,11,380,382.2,382.25
"266","MAPL902",FALSE,TRUE,0.01,3,72,9,11,385,387.2,387.21
"267","MAPL902",TRUE,TRUE,0,3,73,9,11,390,392.2,392.2
"268","MAPL902",FALSE,TRUE,0.44,3,74,9,11,395,397.2,397.64
"269","MAPL902",FALSE,TRUE,0.02,3,75,9,11,400,402.2,402.22
"270","MAPL902",TRUE,TRUE,0,3,76,9,11,405,407.2,407.2
"271","MAPL902",FALSE,TRUE,0.13,3,77,9,11,410,412.2,412.33
"272","MAPL902",TRUE,TRUE,0.41,3,78,9,11,415,417.2,417.61
"273","MAPL902",FALSE,TRUE,0.17,3,79,15,17,420,422.2,422.37
"274","MAPL902",TRUE,TRUE,0.17,3,80,15,17,425,427.2,427.37
"275","MAPL902",TRUE,TRUE,0.11,3,81,15,17,430,432.2,432.31
"276","MAPL902",FALSE,TRUE,0.04,3,82,15,17,435,437.2,437.24
"277","MAPL902",TRUE,FALSE,0.51,3,83,15,17,440,442.2,442.71
"278","MAPL902",TRUE,TRUE,0.08,3,84,15,17,445,447.2,447.28
"279","MAPL902",FALSE,TRUE,0.13,3,85,15,17,450,452.2,452.33
"280","MAPL902",TRUE,TRUE,0.05,3,86,15,17,455,457.2,457.25
"281","MAPL902",TRUE,TRUE,0.16,3,87,15,17,460,462.2,462.36
"282","MAPL902",TRUE,TRUE,0.11,3,88,15,17,465,467.2,467.31
"283","MAPL902",TRUE,TRUE,0.23,3,89,15,17,470,472.2,472.43
"284","MAPL902",FALSE,TRUE,0.17,3,90,15,17,475,477.2,477.37
"285","MAPL902",FALSE,TRUE,0.18,3,91,15,17,480,482.2,482.38
"286","MAPL902",TRUE,TRUE,0.05,3,92,15,17,485,487.2,487.25
"287","MAPL902",TRUE,TRUE,0.16,3,93,15,17,490,492.2,492.36
"288","MAPL902",FALSE,TRUE,0.14,3,94,15,17,495,497.2,497.34
"289","MAPL902",FALSE,TRUE,0.13,3,95,15,17,500,502.2,502.33
"290","MAPL902",FALSE,TRUE,0.26,3,96,15,17,505,507.2,507.46
"291","MAPL902",TRUE,TRUE,0.950000000000001,3,97,15,17,510,512.2,513.15
"292","MAPL902",TRUE,FALSE,0.23,3,98,15,17,515,517.2,517.43
"293","MAPL902",TRUE,TRUE,0.16,3,99,15,17,520,522.2,522.36
"294","MAPL902",TRUE,TRUE,0.15,3,100,15,17,525,527.2,527.35
"295","MAPL902",FALSE,TRUE,0.11,3,101,15,17,530,532.2,532.31
"296","MAPL902",TRUE,TRUE,0.07,3,102,15,17,535,537.2,537.27
"297","MAPL902",TRUE,TRUE,0.09,3,103,9,11,540,542.2,542.29
"298","MAPL902",FALSE,TRUE,0.07,3,104,9,11,545,547.2,547.27
"299","MAPL902",FALSE,TRUE,0.02,3,105,9,11,550,552.2,552.22
"300","MAPL902",FALSE,TRUE,0.03,3,106,9,11,555,557.2,557.23
"301","MAPL902",TRUE,TRUE,0.03,3,107,9,11,560,562.2,562.23
"302","MAPL902",TRUE,TRUE,0.08,3,108,9,11,565,567.2,567.28
"303","MAPL902",FALSE,TRUE,0.02,3,109,9,11,570,572.2,572.22
"304","MAPL902",FALSE,TRUE,0.01,3,110,9,11,575,577.2,577.21
"305","MAPL902",FALSE,TRUE,0.1,3,111,9,11,580,582.2,582.3
"306","MAPL902",TRUE,TRUE,0.04,3,112,9,11,585,587.2,587.24
"307","MAPL902",FALSE,TRUE,0.45,3,113,9,11,590,592.2,592.65
"308","MAPL902",TRUE,TRUE,0.06,3,114,9,11,595,597.2,597.26
"309","MAPL902",TRUE,TRUE,0.05,3,115,9,11,600,602.2,602.25
"310","MAPL902",FALSE,TRUE,0.16,3,116,9,11,605,607.2,607.36
"311","MAPL902",FALSE,TRUE,0.17,3,117,9,11,610,612.2,612.37
"312","MAPL902",FALSE,TRUE,0.15,3,118,9,11,615,617.2,617.35
"313","MAPL902",TRUE,TRUE,0.09,3,119,9,11,620,622.2,622.29
"314","MAPL902",TRUE,TRUE,0.16,3,120,9,11,625,627.2,627.36
"315","MAPL902",TRUE,TRUE,0.19,3,121,9,11,630,632.2,632.39
"316","MAPL902",FALSE,TRUE,0.11,3,122,9,11,635,637.2,637.31
"317","MAPL902",FALSE,TRUE,0.21,3,123,9,11,640,642.2,642.41
"318","MAPL902",TRUE,TRUE,0.13,3,124,9,11,645,647.2,647.33
"319","MAPL902",FALSE,TRUE,0.14,3,125,9,11,650,652.2,652.34
"320","MAPL902",TRUE,TRUE,0,3,126,9,11,655,657.2,657.2
"321","MAPL902",FALSE,TRUE,0.26,3,127,21,23,660,662.2,662.46
"322","MAPL902",TRUE,TRUE,0.09,3,128,21,23,665,667.2,667.29
"323","MAPL902",FALSE,FALSE,0.3,3,129,21,23,670,672.2,672.5
"324","MAPL902",TRUE,TRUE,0.17,3,130,21,23,675,677.2,677.37
"325","MAPL902",FALSE,TRUE,0.11,3,131,21,23,680,682.2,682.31
"326","MAPL902",FALSE,TRUE,0.28,3,132,21,23,685,687.2,687.48
"327","MAPL902",FALSE,TRUE,0.17,3,133,21,23,690,692.2,692.37
"328","MAPL902",FALSE,TRUE,0.2,3,134,21,23,695,697.2,697.4
"329","MAPL902",TRUE,TRUE,0.3,3,135,21,23,700,702.2,702.5
"330","MAPL902",TRUE,TRUE,0.13,3,136,21,23,705,707.2,707.33
"331","MAPL902",FALSE,TRUE,0.28,3,137,21,23,710,712.2,712.48
"332","MAPL902",FALSE,TRUE,0.75,3,138,21,23,715,717.2,717.95
"333","MAPL902",TRUE,TRUE,0.22,3,139,21,23,720,722.2,722.42
"334","MAPL902",FALSE,TRUE,0.24,3,140,21,23,725,727.2,727.44
"335","MAPL902",TRUE,TRUE,0.28,3,141,21,23,730,732.2,732.48
"336","MAPL902",FALSE,FALSE,0.66,3,142,21,23,735,737.2,737.86
"337","MAPL902",TRUE,FALSE,1.76,3,143,21,23,740,742.2,743.96
"338","MAPL902",TRUE,TRUE,0.19,3,144,21,23,745,747.2,747.39
"339","MAPL902",FALSE,TRUE,0.49,3,145,21,23,750,752.2,752.69
"340","MAPL902",TRUE,FALSE,0.4,3,146,21,23,755,757.2,757.6
"341","MAPL902",FALSE,TRUE,0.19,3,147,21,23,760,762.2,762.39
"342","MAPL902",TRUE,TRUE,0.22,3,148,21,23,765,767.2,767.42
"343","MAPL902",FALSE,TRUE,0.22,3,149,21,23,770,772.2,772.42
"344","MAPL902",FALSE,TRUE,0.2,3,150,21,23,775,777.2,777.4
