dateStr, participantId,clockwise,correct, rt, sessionNo, blockNo, trialNo, rotation, noise, triggerTime, responseStart, responseEnd
2022_Jan_09_2311, 12345, False, True, 0.07954680000329972, 12, 1, 1, 0, 0, NA, NA, NA
2022_Jan_09_2311, 12345, False, True, 0.6161672999987786, 12, 1, 2, 0, 0, NA, NA, NA
2022_Jan_09_2311, 12345, False, True, 0.32657820000167703, 12, 1, 3, 0, 0, NA, NA, NA
2022_Jan_09_2311, 12345, False, False, 0.16631109999798355, 12, 1, 4, 0, 0, NA, NA, NA
2022_Jan_09_2311, 12345, True, False, 0.16656560000046738, 12, 1, 5, 0, 0, NA, NA, NA
2022_Jan_09_2311, 12345, True, True, 0.2899809999980789, 12, 2, 6, 1, 2, NA, NA, NA
2022_Jan_09_2311, 12345, True, True, 0.35647339999923133, 12, 2, 7, 1, 2, NA, NA, NA
2022_Jan_09_2311, 12345, False, True, 0.3300400999978592, 12, 2, 8, 1, 2, NA, NA, NA
2022_Jan_09_2311, 12345, True, True, 0.24896439999793074, 12, 2, 9, 1, 2, NA, NA, NA
2022_Jan_09_2311, 12345, True, True, 0.23658419999992475, 12, 2, 10, 1, 2, NA, NA, NA
