dateStr, participantId,clockwise,correct, rt, sessionNo, blockNo, trialNo, rotation, noise, triggerTime, responseStart, responseEnd
2022_Jan_11_1730, 9999, False, True, 0.12147009999898728, 3, 0, 1, 0, 0, 0, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.17117359999974724, 3, 0, 2, 0, 0, 1.7628241999991587, NA, NA
2022_Jan_11_1730, 9999, True, False, 0.005800700000690995, 3, 0, 3, 0, 0, 4.16278169999714, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.16528130000006058, 3, 0, 4, 0, 0, 6.566231900000275, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.04120089999923948, 3, 0, 5, 0, 0, 8.529440099999192, NA, NA
2022_Jan_11_1730, 9999, True, False, 0.10888340000019525, 3, 0, 6, 0, 0, 10.480328399997234, NA, NA
2022_Jan_11_1730, 9999, False, True, 0.12169139999969047, 3, 1, 1, 1, 0, 12.37875129999884, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.04506359999868437, 3, 1, 2, 1, 0, 14.263006900000619, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.13501529999848572, 3, 1, 3, 1, 0, 16.06389859999763, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.0013977999988128431, 3, 1, 4, 1, 0, 17.94725280000057, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.028499600000941427, 3, 1, 5, 1, 0, 19.64649400000053, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.06547180000052322, 3, 2, 6, 0, 0, 21.362511699997413, NA, NA
2022_Jan_11_1730, 9999, False, True, 0.06419379999715602, 3, 2, 7, 0, 0, 23.079544099997293, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.005946000001131324, 3, 2, 8, 0, 0, 24.779000599999563, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.016203999999561347, 3, 2, 9, 0, 0, 26.413102499998786, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.0129536000022199, 3, 2, 10, 0, 0, 28.02884279999853, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.03588619999936782, 3, 3, 11, 7, 6, 29.8123631999988, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.029161299997213064, 3, 3, 12, 7, 6, 31.59535909999977, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.13237990000197897, 3, 3, 13, 7, 6, 33.4121911000002, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.2545648000013898, 3, 3, 14, 7, 6, 35.32901009999841, NA, NA
2022_Jan_11_1730, 9999, False, True, 0.029008800000156043, 3, 3, 15, 7, 6, 37.41236410000056, NA, NA
2022_Jan_11_1730, 9999, True, False, 0.061461000001145294, 3, 4, 16, 0, 0, 39.311783999997715, NA, NA
2022_Jan_11_1730, 9999, True, False, 0.10833669999919948, 3, 4, 17, 0, 0, 41.06285500000013, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.15909760000067763, 3, 4, 18, 0, 0, 42.8795183000002, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.12516940000205068, 3, 4, 19, 0, 0, 44.82877319999898, NA, NA
2022_Jan_11_1730, 9999, False, True, 0.23588090000339434, 3, 4, 20, 0, 0, 46.7290428999986, NA, NA
2022_Jan_11_1730, 9999, True, False, 0.08313149999958114, 3, 5, 21, 7, 6, 48.62855180000042, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.03964749999795458, 3, 5, 22, 7, 6, 50.478076199997304, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.006450699998822529, 3, 5, 23, 7, 6, 52.31202420000045, NA, NA
2022_Jan_11_1730, 9999, True, False, 0.12668380000104662, 3, 5, 24, 7, 6, 53.91353099999833, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.09624090000215801, 3, 5, 25, 7, 6, 55.72796549999839, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.21613629999774275, 3, 6, 26, 1, 0, 57.61094139999841, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.11440700000093784, 3, 6, 27, 1, 0, 59.927102800000284, NA, NA
2022_Jan_11_1730, 9999, True, True, 0.1637607000011485, 3, 6, 28, 1, 0, 61.66041199999745, NA, NA
2022_Jan_11_1730, 9999, False, False, 0.14324620000115829, 3, 6, 29, 1, 0, 63.71070669999972, NA, NA
2022_Jan_11_1730, 9999, False, True, 0.15368019999732496, 3, 6, 30, 1, 0, 65.62775390000024, NA, NA
